10.0000,-4.00000,0.00000
10.0000,-4.00000,0.00000
10.0000,-4.00000,0.00000
10.0000,-4.00000,36.8134
10.0000,-4.00000,67.2560
10.0000,-4.00000,83.6559
10.0000,-4.00000,96.4295
10.0000,-4.00000,100.000
10.0000,-4.00000,100.000
10.0000,-4.00000,100.000
10.0000,-4.00000,100.000
10.0000,-4.00000,100.000
10.0000,-4.00000,100.000
10.0000,-2.00000,0.00000
10.0000,-2.00000,0.00000
10.0000,-2.00000,1.93166
10.0000,-2.00000,62.1425
10.0000,-2.00000,87.3358
10.0000,-2.00000,93.5736
10.0000,-2.00000,98.4411
10.0000,-2.00000,100.000
10.0000,-2.00000,100.000
10.0000,-2.00000,100.000
10.0000,-2.00000,100.000
10.0000,-2.00000,100.000
10.0000,-2.00000,100.000
10.0000,0.00000,0.00000
10.0000,0.00000,0.00000
10.0000,0.00000,1.38619
10.0000,0.00000,67.6578
10.0000,0.00000,91.1433
10.0000,0.00000,94.5070
10.0000,0.00000,97.1114
10.0000,0.00000,98.9566
10.0000,0.00000,100.000
10.0000,0.00000,100.000
10.0000,0.00000,99.9366
10.0000,0.00000,98.7448
10.0000,0.00000,100.000
10.0000,2.00000,0.00000
10.0000,2.00000,0.00000
10.0000,2.00000,0.158989
10.0000,2.00000,70.2552
10.0000,2.00000,94.7528
10.0000,2.00000,97.0661
10.0000,2.00000,98.8950
10.0000,2.00000,100.000
10.0000,2.00000,100.000
10.0000,2.00000,100.000
10.0000,2.00000,100.000
10.0000,2.00000,100.000
10.0000,2.00000,100.000
10.0000,4.00000,0.00000
10.0000,4.00000,0.00000
10.0000,4.00000,0.00000
10.0000,4.00000,33.1273
10.0000,4.00000,63.2150
10.0000,4.00000,79.8991
10.0000,4.00000,93.0436
10.0000,4.00000,100.000
10.0000,4.00000,100.000
10.0000,4.00000,100.000
10.0000,4.00000,100.000
10.0000,4.00000,100.000
10.0000,4.00000,100.000
15.0000,-4.00000,0.00000
15.0000,-4.00000,0.00000
15.0000,-4.00000,0.00000
15.0000,-4.00000,38.9746
15.0000,-4.00000,69.4732
15.0000,-4.00000,83.7727
15.0000,-4.00000,94.9955
15.0000,-4.00000,100.000
15.0000,-4.00000,100.000
15.0000,-4.00000,100.000
15.0000,-4.00000,100.000
15.0000,-4.00000,100.000
15.0000,-4.00000,100.000
15.0000,-2.00000,0.00000
15.0000,-2.00000,0.00000
15.0000,-2.00000,0.00000
15.0000,-2.00000,62.1425
15.0000,-2.00000,87.3358
15.0000,-2.00000,93.5736
15.0000,-2.00000,98.4411
15.0000,-2.00000,100.000
15.0000,-2.00000,100.000
15.0000,-2.00000,100.000
15.0000,-2.00000,100.000
15.0000,-2.00000,100.000
15.0000,-2.00000,100.000
15.0000,0.00000,0.00000
15.0000,0.00000,0.00000
15.0000,0.00000,0.00000
15.0000,0.00000,41.4431
15.0000,0.00000,72.1720
15.0000,0.00000,84.6476
15.0000,0.00000,94.3827
15.0000,0.00000,100.000
15.0000,0.00000,100.000
15.0000,0.00000,100.000
15.0000,0.00000,100.000
15.0000,0.00000,100.000
15.0000,0.00000,100.000
15.0000,2.00000,0.00000
15.0000,2.00000,0.00000
15.0000,2.00000,0.00000
15.0000,2.00000,71.2451
15.0000,2.00000,92.5837
15.0000,2.00000,96.5081
15.0000,2.00000,99.5466
15.0000,2.00000,100.000
15.0000,2.00000,100.000
15.0000,2.00000,100.000
15.0000,2.00000,100.000
15.0000,2.00000,100.000
15.0000,2.00000,100.000
15.0000,4.00000,0.00000
15.0000,4.00000,0.00000
15.0000,4.00000,0.00000
15.0000,4.00000,30.7566
15.0000,4.00000,63.1165
15.0000,4.00000,80.7798
15.0000,4.00000,94.6070
15.0000,4.00000,100.000
15.0000,4.00000,100.000
15.0000,4.00000,100.000
15.0000,4.00000,100.000
15.0000,4.00000,100.000
15.0000,4.00000,100.000
20.0000,-4.00000,0.00000
20.0000,-4.00000,0.00000
20.0000,-4.00000,0.00000
20.0000,-4.00000,39.6501
20.0000,-4.00000,70.4837
20.0000,-4.00000,84.7122
20.0000,-4.00000,95.8422
20.0000,-4.00000,100.000
20.0000,-4.00000,100.000
20.0000,-4.00000,100.000
20.0000,-4.00000,100.000
20.0000,-4.00000,100.000
20.0000,-4.00000,100.000
20.0000,-2.00000,0.00000
20.0000,-2.00000,0.00000
20.0000,-2.00000,2.88625
20.0000,-2.00000,62.2471
20.0000,-2.00000,86.2769
20.0000,-2.00000,93.0753
20.0000,-2.00000,98.3768
20.0000,-2.00000,100.000
20.0000,-2.00000,100.000
20.0000,-2.00000,100.000
20.0000,-2.00000,100.000
20.0000,-2.00000,100.000
20.0000,-2.00000,100.000
20.0000,0.00000,0.00000
20.0000,0.00000,0.00000
20.0000,0.00000,0.977142
20.0000,0.00000,69.0085
20.0000,0.00000,91.6724
20.0000,0.00000,94.6885
20.0000,0.00000,97.1369
20.0000,0.00000,99.0178
20.0000,0.00000,100.000
20.0000,0.00000,100.000
20.0000,0.00000,100.000
20.0000,0.00000,100.000
20.0000,0.00000,100.000
20.0000,2.00000,0.00000
20.0000,2.00000,0.00000
20.0000,2.00000,2.95442
20.0000,2.00000,69.3847
20.0000,2.00000,91.5246
20.0000,2.00000,96.0095
20.0000,2.00000,99.4821
20.0000,2.00000,100.000
20.0000,2.00000,100.000
20.0000,2.00000,100.000
20.0000,2.00000,100.000
