-5.000e+00	7.183e+00
-4.980e+00	7.313e+00
-4.960e+00	7.449e+00
-4.940e+00	7.340e+00
-4.920e+00	7.740e+00
-4.900e+00	7.896e+00
-4.880e+00	8.060e+00
-4.860e+00	8.231e+00
-4.840e+00	8.411e+00
-4.820e+00	8.598e+00
-4.800e+00	8.509e+00
-4.780e+00	8.709e+00
-4.760e+00	8.918e+00
-4.740e+00	9.137e+00
-4.720e+00	9.367e+00
-4.700e+00	9.607e+00
-4.680e+00	9.859e+00
-4.660e+00	1.012e+01
-4.640e+00	1.040e+01
-4.620e+00	1.069e+01
-4.600e+00	1.099e+01
-4.580e+00	1.131e+01
-4.560e+00	1.164e+01
-4.540e+00	1.199e+01
-4.520e+00	1.235e+01
-4.500e+00	1.273e+01
-4.480e+00	1.355e+01
-4.460e+00	1.398e+01
-4.440e+00	1.398e+01
-4.420e+00	1.444e+01
-4.400e+00	1.492e+01
-4.380e+00	1.542e+01
-4.360e+00	1.595e+01
-4.340e+00	1.650e+01
-4.320e+00	1.708e+01
-4.300e+00	1.768e+01
-4.280e+00	1.831e+01
-4.260e+00	1.957e+01
-4.240e+00	1.907e+01
-4.220e+00	2.039e+01
-4.200e+00	2.115e+01
-4.180e+00	2.264e+01
-4.160e+00	2.349e+01
-4.140e+00	2.366e+01
-4.120e+00	2.383e+01
-4.100e+00	2.476e+01
-4.080e+00	2.735e+01
-4.060e+00	2.843e+01
-4.040e+00	2.956e+01
-4.020e+00	2.806e+01
-4.000e+00	2.832e+01
-3.980e+00	2.836e+01
-3.960e+00	2.841e+01
-3.940e+00	2.933e+01
-3.920e+00	2.850e+01
-3.900e+00	2.855e+01
-3.880e+00	2.860e+01
-3.860e+00	2.866e+01
-3.840e+00	2.871e+01
-3.820e+00	2.792e+01
-3.800e+00	2.799e+01
-3.780e+00	2.805e+01
-3.760e+00	2.812e+01
-3.740e+00	2.819e+01
-3.720e+00	2.745e+01
-3.700e+00	2.753e+01
-3.680e+00	2.761e+01
-3.660e+00	2.690e+01
-3.640e+00	2.622e+01
-3.620e+00	2.631e+01
-3.600e+00	2.566e+01
-3.580e+00	2.577e+01
-3.560e+00	2.588e+01
-3.540e+00	2.599e+01
-3.520e+00	2.611e+01
-3.500e+00	2.551e+01
-3.480e+00	2.564e+01
-3.460e+00	2.726e+01
-3.440e+00	2.818e+01
-3.420e+00	2.833e+01
-3.400e+00	2.772e+01
-3.380e+00	2.788e+01
-3.360e+00	2.883e+01
-3.340e+00	2.902e+01
-3.320e+00	3.000e+01
-3.300e+00	2.941e+01
-3.280e+00	3.041e+01
-3.260e+00	3.063e+01
-3.240e+00	3.007e+01
-3.220e+00	3.110e+01
-3.200e+00	3.056e+01
-3.180e+00	3.242e+01
-3.160e+00	3.270e+01
-3.140e+00	3.299e+01
-3.120e+00	3.248e+01
-3.100e+00	3.280e+01
-3.080e+00	3.477e+01
-3.060e+00	3.511e+01
-3.040e+00	3.548e+01
-3.020e+00	3.502e+01
-3.000e+00	3.625e+01
